STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,M,G,Good/very good health,2019,88.6
Health status,M,G,Good/very good health,2018,87.5
Health status,M,G,Good/very good health,2017,86.9
Health status,M,G,Good/very good health,2016,86.3
Health status,M,G,Good/very good health,2015,86.5
Health status,M,G,Good/very good health,2014,86.3
Health status,M,G,Good/very good health,2023,77
Health status,M,G,Good/very good health,2022,77.4
Health status,M,G,Good/very good health,2021,77.6
Health status,M,G,Good/very good health,2020,80.8
Health status,M,G,Good/very good health,2019,84.8
Health status,M,G,Good/very good health,2018,84
Health status,M,G,Good/very good health,2017,84.9
Health status,M,G,Good/very good health,2016,84.1
Health status,M,G,Good/very good health,2015,83.5
Health status,M,G,Good/very good health,2014,85.1
Health status,F,F,"Fair (not good, not bad) health",2023,24
Health status,F,F,"Fair (not good, not bad) health",2022,24.1
Health status,F,F,"Fair (not good, not bad) health",2021,22.4
Health status,F,F,"Fair (not good, not bad) health",2020,22
Health status,F,F,"Fair (not good, not bad) health",2019,18.6
Health status,F,F,"Fair (not good, not bad) health",2018,20.5
Health status,F,F,"Fair (not good, not bad) health",2017,20.9
Health status,F,F,"Fair (not good, not bad) health",2016,22
Health status,F,F,"Fair (not good, not bad) health",2015,21.7
Health status,F,F,"Fair (not good, not bad) health",2014,21
Health status,F,G,Good/very good health,2023,53
Health status,F,G,Good/very good health,2022,52.4
Health status,F,G,Good/very good health,2021,52.1
Health status,F,G,Good/very good health,2020,55.4
Health status,F,G,Good/very good health,2019,57.7
Health status,F,G,Good/very good health,2018,55.4
Health status,F,G,Good/very good health,2017,57.4
Health status,F,G,Good/very good health,2016,55.9
Health status,F,G,Good/very good health,2015,55.1
Health status,F,G,Good/very good health,2014,54.6
Health status,F,G,Good/very good health,2023,73.3
Health status,F,G,Good/very good health,2022,73.9
Health status,F,G,Good/very good health,2021,75.8
Health status,F,G,Good/very good health,2020,76.5
Health status,F,G,Good/very good health,2019,82.8
Health status,F,G,Good/very good health,2018,81.7
Health status,F,G,Good/very good health,2017,83.6
Health status,F,G,Good/very good health,2016,80.2
Health status,F,G,Good/very good health,2015,81.6
Health status,F,G,Good/very good health,2014,82.2
Health status,F,B,Bad/very bad health,2023,8.2
Health status,F,B,Bad/very bad health,2022,8.4
Health status,F,B,Bad/very bad health,2021,9.1
Health status,F,B,Bad/very bad health,2020,7.7
Health status,F,B,Bad/very bad health,2019,8.6
Health status,F,B,Bad/very bad health,2018,8.8
Health status,F,B,Bad/very bad health,2017,7.4
Health status,F,B,Bad/very bad health,2016,8.3
Health status,F,B,Bad/very bad health,2015,8.8
Health status,F,B,Bad/very bad health,2014,9.7
Health status,M,B,Bad/very bad health,2023,6.1
Health status,M,B,Bad/very bad health,2022,5.9
Health status,M,B,Bad/very bad health,2021,6.2
Health status,F,G,Good/very good health,2023,82.1
Health status,F,G,Good/very good health,2022,82.4
Health status,F,G,Good/very good health,2021,84.3
Health status,F,G,Good/very good health,2020,85.4
Health status,F,G,Good/very good health,2019,88.7
Health status,F,G,Good/very good health,2018,87
Health status,F,G,Good/very good health,2017,87.2
Health status,F,G,Good/very good health,2016,86.7
Health status,F,G,Good/very good health,2015,87.7
Health status,F,G,Good/very good health,2014,87.9
Health status,M,G,Good/very good health,2022,62.8
Health status,M,G,Good/very good health,2021,68.1
Health status,M,G,Good/very good health,2018,77.5
Health status,M,G,Good/very good health,2017,78.3
Health status,M,G,Good/very good health,2016,78.4
Health status,M,G,Good/very good health,2015,81.3
Health status,M,G,Good/very good health,2014,82.1
Health status,F,G,Good/very good health,2021,61.9
Health status,F,G,Good/very good health,2020,61.4
Health status,F,G,Good/very good health,2019,63.1
Health status,F,G,Good/very good health,2018,64.6
Health status,F,G,Good/very good health,2017,63.1
Health status,F,G,Good/very good health,2016,59.4
Health status,F,G,Good/very good health,2015,63.3
Health status,F,G,Good/very good health,2014,64
Health status,M,G,Good/very good health,2023,66.4
Health status,M,G,Good/very good health,2022,66.4
Health status,M,G,Good/very good health,2021,71.9
Health status,M,G,Good/very good health,2020,79.3
Health status,M,G,Good/very good health,2019,78.3
Health status,M,G,Good/very good health,2020,85.8
Health status,M,G,Good/very good health,2019,83.7
Health status,M,G,Good/very good health,2018,84.9
Health status,M,G,Good/very good health,2017,85.2
Health status,M,G,Good/very good health,2016,85
Health status,M,G,Good/very good health,2015,87.3
Health status,M,G,Good/very good health,2014,88.9
Health status,M,G,Good/very good health,2023,69.2
Health status,M,G,Good/very good health,2022,68.9
Health status,M,G,Good/very good health,2021,74.3
Health status,M,G,Good/very good health,2020,79.7
Health status,M,G,Good/very good health,2019,78.8
Health status,M,G,Good/very good health,2018,78.4
Health status,M,G,Good/very good health,2017,78.3
Health status,M,G,Good/very good health,2016,77.6
Health status,M,G,Good/very good health,2015,80.8
Health status,M,G,Good/very good health,2014,81.2
Health status,F,G,Good/very good health,2023,61.5
Health status,F,G,Good/very good health,2022,60.2
Health status,F,G,Good/very good health,2021,68.8
Health status,F,G,Good/very good health,2020,72.1
Health status,F,G,Good/very good health,2019,72.8
Health status,F,G,Good/very good health,2018,71.8
Health status,F,G,Good/very good health,2017,74.7
Health status,F,G,Good/very good health,2016,73
Health status,F,G,Good/very good health,2015,73.9
Health status,F,G,Good/very good health,2014,77.5
Health status,F,G,Good/very good health,2023,56.6
Health status,F,G,Good/very good health,2022,58.3
Health status,M,G,Good/very good health,2020,72.3
Health status,M,G,Good/very good health,2019,73.3
Health status,M,G,Good/very good health,2018,73.1
Health status,M,G,Good/very good health,2017,71.3
Health status,M,G,Good/very good health,2016,68
Health status,M,G,Good/very good health,2015,72.1
Health status,M,G,Good/very good health,2014,70.9
Health status,F,B,Bad/very bad health,2023,8.6
Health status,F,B,Bad/very bad health,2022,8.3
Health status,F,B,Bad/very bad health,2021,7.1
Health status,F,B,Bad/very bad health,2020,6.1
Health status,F,B,Bad/very bad health,2019,6
Health status,F,B,Bad/very bad health,2018,6.5
Health status,F,B,Bad/very bad health,2017,6.8
Health status,F,B,Bad/very bad health,2016,7
Health status,F,B,Bad/very bad health,2015,5.8
Health status,F,B,Bad/very bad health,2014,5.5
Health status,F,G,Good/very good health,2023,73.2
Health status,F,G,Good/very good health,2022,72
Health status,F,G,Good/very good health,2021,76.5
Health status,F,G,Good/very good health,2020,82.3
Health status,F,G,Good/very good health,2019,81.1
Health status,F,G,Good/very good health,2018,81.9
Health status,F,G,Good/very good health,2017,82.3
Health status,F,G,Good/very good health,2016,81.3
Health status,F,G,Good/very good health,2015,83.7
Health status,F,G,Good/very good health,2014,84.6
Health status,F,G,Good/very good health,2023,65
Health status,F,G,Good/very good health,2022,64.6
Health status,F,G,Good/very good health,2021,70.4
Health status,F,G,Good/very good health,2020,73.3
Health status,F,G,Good/very good health,2019,73.1
Health status,F,G,Good/very good health,2018,73.6
Health status,F,G,Good/very good health,2017,74.7
Health status,F,G,Good/very good health,2016,72.4
Health status,F,G,Good/very good health,2015,74.5
Health status,F,G,Good/very good health,2014,76
Health status,M,F,"Fair (not good, not bad) health",2023,23.8
Health status,M,F,"Fair (not good, not bad) health",2022,24.1
Health status,M,F,"Fair (not good, not bad) health",2021,20
Health status,M,F,"Fair (not good, not bad) health",2020,16
Health status,M,F,"Fair (not good, not bad) health",2019,16.9
Health status,M,F,"Fair (not good, not bad) health",2018,16.6
Health status,M,F,"Fair (not good, not bad) health",2017,17
Health status,M,F,"Fair (not good, not bad) health",2016,18.1
Health status,M,F,"Fair (not good, not bad) health",2015,15.9
Health status,M,F,"Fair (not good, not bad) health",2014,15.1
Health status,F,F,"Fair (not good, not bad) health",2023,26.3
Health status,F,F,"Fair (not good, not bad) health",2022,27.1
Health status,F,F,"Fair (not good, not bad) health",2021,22.4
Health status,F,F,"Fair (not good, not bad) health",2020,20.6
Health status,F,F,"Fair (not good, not bad) health",2019,20.9
Health status,F,F,"Fair (not good, not bad) health",2018,19.9
Health status,F,F,"Fair (not good, not bad) health",2017,18.6
Health status,F,F,"Fair (not good, not bad) health",2016,20.7
Health status,F,F,"Fair (not good, not bad) health",2015,19.7
Health status,F,F,"Fair (not good, not bad) health",2014,18.5
Health status,M,G,Good/very good health,2023,76.3
Health status,M,G,Good/very good health,2022,77.4
Health status,M,G,Good/very good health,2021,81.6
Health status,M,B,Bad/very bad health,2023,7
Health status,M,B,Bad/very bad health,2022,7
Health status,M,B,Bad/very bad health,2021,5.8
Health status,M,B,Bad/very bad health,2020,4.3
Health status,M,B,Bad/very bad health,2019,4.3
Health status,M,B,Bad/very bad health,2018,5
Health status,M,B,Bad/very bad health,2017,4.6
Health status,M,B,Bad/very bad health,2016,4.3
Health status,M,B,Bad/very bad health,2015,3.2
Health status,M,B,Bad/very bad health,2014,3.7
Health status,F,F,"Fair (not good, not bad) health",2016,19.4
Health status,M,G,Good/very good health,2022,79.8
Health status,F,G,Good/very good health,2018,64.1
Health status,F,G,Good/very good health,2017,65.6
Health status,F,G,Good/very good health,2016,63.2
Health status,F,G,Good/very good health,2015,65.2
Health status,F,G,Good/very good health,2014,65.1
Health status,M,F,"Fair (not good, not bad) health",2022,14
Health status,M,F,"Fair (not good, not bad) health",2021,13.1
Health status,M,F,"Fair (not good, not bad) health",2020,12.1
Health status,M,F,"Fair (not good, not bad) health",2019,12.5
Health status,M,F,"Fair (not good, not bad) health",2018,13.3
Health status,M,F,"Fair (not good, not bad) health",2017,14.3
Health status,M,F,"Fair (not good, not bad) health",2016,16.3
Health status,M,F,"Fair (not good, not bad) health",2015,14.1
Health status,M,F,"Fair (not good, not bad) health",2014,15.5
Health status,F,G,Good/very good health,2022,65.8
Health status,F,G,Good/very good health,2021,70.5
Health status,F,G,Good/very good health,2020,69.5
Health status,F,G,Good/very good health,2019,68.4
Health status,F,F,"Fair (not good, not bad) health",2015,18.3
Health status,F,F,"Fair (not good, not bad) health",2014,18.9
Health status,F,G,Good/very good health,2022,79
Health status,F,G,Good/very good health,2021,80.5
Health status,F,G,Good/very good health,2020,82
Health status,F,G,Good/very good health,2019,79.3
Health status,F,G,Good/very good health,2018,78.6
Health status,F,G,Good/very good health,2017,78.6
Health status,F,G,Good/very good health,2016,75.7
Health status,F,G,Good/very good health,2015,77.3
Health status,F,G,Good/very good health,2014,76.1
Health status,F,G,Good/very good health,2022,83.8
Health status,F,G,Good/very good health,2021,86.5
Health status,F,G,Good/very good health,2020,88.4
Health status,F,G,Good/very good health,2019,87.1
Health status,F,G,Good/very good health,2018,87.9
Health status,F,G,Good/very good health,2017,86.1
Health status,F,G,Good/very good health,2016,81.3
Health status,F,G,Good/very good health,2015,83.2
Health status,F,G,Good/very good health,2014,83.2
Health status,M,G,Good/very good health,2022,82
Health status,M,G,Good/very good health,2021,83.3
Health status,M,G,Good/very good health,2020,84.7
Health status,M,G,Good/very good health,2019,83.2
Health status,M,G,Good/very good health,2018,82.7
Health status,M,G,Good/very good health,2017,81.8
Health status,M,G,Good/very good health,2016,79.6
Health status,M,G,Good/very good health,2015,82.2
Health status,M,G,Good/very good health,2014,80.9
Health status,M,G,Good/very good health,2021,80.4
Health status,M,G,Good/very good health,2020,82.5
Health status,M,G,Good/very good health,2019,80.7
Health status,M,G,Good/very good health,2018,80.4
Health status,M,G,Good/very good health,2017,79.7
Health status,M,G,Good/very good health,2016,78.2
Health status,M,G,Good/very good health,2015,80.7
Health status,M,G,Good/very good health,2014,80
Health status,M,B,Bad/very bad health,2022,4
Health status,M,B,Bad/very bad health,2021,3.6
Health status,M,B,Bad/very bad health,2020,3.2
Health status,M,B,Bad/very bad health,2019,4.3
Health status,M,B,Bad/very bad health,2018,4
Health status,M,B,Bad/very bad health,2017,3.9
Health status,M,B,Bad/very bad health,2016,4.1
Health status,M,B,Bad/very bad health,2015,3.7
Health status,M,B,Bad/very bad health,2014,3.6
Health status,F,G,Good/very good health,2022,78.4
Health status,F,G,Good/very good health,2021,79.3
Health status,F,G,Good/very good health,2020,81.3
Health status,F,G,Good/very good health,2019,77.8
Health status,F,G,Good/very good health,2018,77.9
Health status,F,G,Good/very good health,2017,79.5
Health status,F,G,Good/very good health,2016,77.7
Health status,F,G,Good/very good health,2015,79.2
Health status,F,G,Good/very good health,2014,77.4
Health status,M,G,Good/very good health,2022,86.8
Health status,M,G,Good/very good health,2021,87.2
Health status,M,G,Good/very good health,2020,88.2
Health status,M,G,Good/very good health,2019,87.1
Health status,M,G,Good/very good health,2018,88
Health status,M,G,Good/very good health,2017,86.7
Health status,M,G,Good/very good health,2016,84.1
Health status,M,G,Good/very good health,2015,87.1
Health status,M,G,Good/very good health,2014,86
Health status,M,G,Good/very good health,2022,72.4
Health status,M,G,Good/very good health,2021,78.4
Health status,M,G,Good/very good health,2020,79.3
Health status,M,G,Good/very good health,2019,78.4
Health status,M,G,Good/very good health,2018,77.1
Health status,M,G,Good/very good health,2017,76.6
Health status,M,G,Good/very good health,2016,73.3
Health status,M,G,Good/very good health,2015,74.6
Health status,M,G,Good/very good health,2014,71.7
Health status,F,B,Bad/very bad health,2022,4
Health status,F,B,Bad/very bad health,2021,4.1
Health status,F,B,Bad/very bad health,2020,3.9
Health status,F,B,Bad/very bad health,2019,4.1
Health status,F,B,Bad/very bad health,2018,4.6
Health status,F,B,Bad/very bad health,2017,4.4
Health status,F,B,Bad/very bad health,2016,5
Health status,F,B,Bad/very bad health,2015,4.5
Health status,F,B,Bad/very bad health,2014,5
Health status,F,F,"Fair (not good, not bad) health",2022,18
Health status,F,F,"Fair (not good, not bad) health",2021,15.4
Health status,F,F,"Fair (not good, not bad) health",2020,14.1
Health status,F,F,"Fair (not good, not bad) health",2019,16.6
Health status,F,F,"Fair (not good, not bad) health",2018,16.8
Health status,F,G,Good/very good health,2016,84
Health status,M,G,Good/very good health,2022,63.6
Health status,M,G,Good/very good health,2018,85.2
Health status,M,G,Good/very good health,2017,86.2
Health status,M,G,Good/very good health,2016,83.7
Health status,M,G,Good/very good health,2015,84.8
Health status,M,G,Good/very good health,2014,86.8
Health status,F,G,Good/very good health,2022,62.2
Health status,F,G,Good/very good health,2021,63.4
Health status,F,G,Good/very good health,2020,65.1
Health status,F,G,Good/very good health,2019,62.2
Health status,F,G,Good/very good health,2018,63.2
Health status,F,G,Good/very good health,2017,64.1
Health status,F,G,Good/very good health,2016,65
Health status,F,G,Good/very good health,2015,61.9
Health status,F,G,Good/very good health,2014,63.7
Health status,M,G,Good/very good health,2022,83
Health status,M,G,Good/very good health,2021,84.4
Health status,M,G,Good/very good health,2020,85.3
Health status,M,G,Good/very good health,2019,85.6
Health status,F,G,Good/very good health,2015,81.7
Health status,F,G,Good/very good health,2014,84.3
Health status,M,B,Bad/very bad health,2022,6.8
Health status,M,B,Bad/very bad health,2021,6.9
Health status,M,B,Bad/very bad health,2020,7.1
Health status,M,B,Bad/very bad health,2019,8.4
Health status,M,B,Bad/very bad health,2018,8
Health status,M,B,Bad/very bad health,2017,7.7
Health status,M,B,Bad/very bad health,2016,7.5
Health status,M,B,Bad/very bad health,2015,9.8
Health status,M,B,Bad/very bad health,2014,9.8
Health status,F,G,Good/very good health,2022,83.8
Health status,F,G,Good/very good health,2021,86.2
Health status,F,G,Good/very good health,2020,88.1
Health status,F,G,Good/very good health,2019,86.3
Health status,F,G,Good/very good health,2018,86.6
Health status,F,G,Good/very good health,2017,88.1
Health status,F,G,Good/very good health,2016,88.3
Health status,F,G,Good/very good health,2015,86.9
Health status,F,G,Good/very good health,2014,89.1
Health status,M,G,Good/very good health,2022,71.4
Health status,M,G,Good/very good health,2021,72.3
Health status,M,G,Good/very good health,2020,73.7
Health status,M,G,Good/very good health,2019,71.7
Health status,M,G,Good/very good health,2018,72.1
Health status,M,G,Good/very good health,2017,73.5
Health status,M,G,Good/very good health,2016,73.9
Health status,M,G,Good/very good health,2015,71
Health status,M,G,Good/very good health,2014,72.6
Health status,M,G,Good/very good health,2021,64.3
Health status,M,G,Good/very good health,2020,66.2
Health status,M,G,Good/very good health,2019,64
Health status,M,G,Good/very good health,2018,65.1
Health status,M,G,Good/very good health,2017,67
Health status,M,G,Good/very good health,2016,67.2
Health status,M,G,Good/very good health,2015,64.2
Health status,M,G,Good/very good health,2014,65.9
Health status,F,F,"Fair (not good, not bad) health",2022,28.2
Health status,F,F,"Fair (not good, not bad) health",2021,26.7
Health status,F,F,"Fair (not good, not bad) health",2020,25.1
Health status,F,F,"Fair (not good, not bad) health",2019,25.3
Health status,F,F,"Fair (not good, not bad) health",2018,25
Health status,F,F,"Fair (not good, not bad) health",2017,24.8
Health status,F,F,"Fair (not good, not bad) health",2016,23.9
Health status,F,F,"Fair (not good, not bad) health",2015,23.9
Health status,F,F,"Fair (not good, not bad) health",2014,22.5
Health status,F,G,Good/very good health,2022,51.5
Health status,F,G,Good/very good health,2021,52.8
Health status,F,G,Good/very good health,2020,55.5
Health status,F,G,Good/very good health,2019,53.1
Health status,F,G,Good/very good health,2018,54.4
Health status,F,G,Good/very good health,2017,55.5
Health status,F,G,Good/very good health,2016,56.9
Health status,F,G,Good/very good health,2015,54
Health status,F,G,Good/very good health,2014,56.6
Health status,M,G,Good/very good health,2022,79
Health status,M,G,Good/very good health,2021,81.3
Health status,M,G,Good/very good health,2020,83.4
Health status,M,G,Good/very good health,2019,81.8
Health status,M,G,Good/very good health,2018,81.9
Health status,M,G,Good/very good health,2017,82.4
Health status,M,G,Good/very good health,2016,86.3
Health status,M,G,Good/very good health,2015,81.5
Health status,M,G,Good/very good health,2014,84.1
Health status,F,B,Bad/very bad health,2022,9.6
Health status,F,B,Bad/very bad health,2021,10
Health status,F,B,Bad/very bad health,2020,9.8
Health status,F,B,Bad/very bad health,2019,12.5
Health status,F,B,Bad/very bad health,2018,11.8
Health status,F,B,Bad/very bad health,2017,11.1
Health status,F,B,Bad/very bad health,2016,11.1
Health status,F,B,Bad/very bad health,2015,14.3
Health status,F,B,Bad/very bad health,2014,13.8
Health status,M,F,"Fair (not good, not bad) health",2022,21.8
Health status,M,F,"Fair (not good, not bad) health",2021,20.8
Health status,M,F,"Fair (not good, not bad) health",2020,19.1
Health status,M,F,"Fair (not good, not bad) health",2019,20
Health status,M,F,"Fair (not good, not bad) health",2018,19.8
Health status,M,F,"Fair (not good, not bad) health",2017,18.8
Health status,M,F,"Fair (not good, not bad) health",2016,18.7
Health status,M,F,"Fair (not good, not bad) health",2015,19.3
Health status,M,F,"Fair (not good, not bad) health",2014,17.6
Health status,F,G,Good/very good health,2022,78.1
Health status,F,G,Good/very good health,2021,80.3
Health status,F,G,Good/very good health,2020,82.1
Health status,F,G,Good/very good health,2019,79.7
Health status,F,G,Good/very good health,2018,81.8
Health status,M,F,"Fair (not good, not bad) health",2014,20.4
Health status,M,G,Good/very good health,2019,80.5
Health status,F,F,"Fair (not good, not bad) health",2018,19.7
Health status,F,F,"Fair (not good, not bad) health",2017,18.9
Health status,F,F,"Fair (not good, not bad) health",2016,21.9
Health status,F,F,"Fair (not good, not bad) health",2015,21.5
Health status,F,F,"Fair (not good, not bad) health",2014,21.6
Health status,M,G,Good/very good health,2019,58.8
Health status,M,G,Good/very good health,2018,58.6
Health status,M,G,Good/very good health,2017,58.2
Health status,M,G,Good/very good health,2016,57.7
Health status,M,G,Good/very good health,2015,57.3
Health status,M,G,Good/very good health,2014,60.1
Health status,M,G,Good/very good health,2019,74.3
Health status,M,G,Good/very good health,2018,74
Health status,M,G,Good/very good health,2017,76.3
Health status,M,G,Good/very good health,2016,69
Health status,M,G,Good/very good health,2015,69.8
Health status,M,G,Good/very good health,2014,70.3
Health status,F,F,"Fair (not good, not bad) health",2019,20.5
Health status,M,G,Good/very good health,2018,80.2
Health status,M,G,Good/very good health,2017,79.9
Health status,M,G,Good/very good health,2016,78.6
Health status,M,G,Good/very good health,2015,80.1
Health status,M,G,Good/very good health,2014,79.4
Health status,F,G,Good/very good health,2019,55.1
Health status,F,G,Good/very good health,2018,53.6
Health status,F,G,Good/very good health,2017,53.8
Health status,F,G,Good/very good health,2016,57
Health status,F,G,Good/very good health,2015,56.5
Health status,F,G,Good/very good health,2014,56.1
Health status,M,B,Bad/very bad health,2019,6.9
Health status,M,B,Bad/very bad health,2018,7
Health status,M,B,Bad/very bad health,2017,6.5
Health status,M,B,Bad/very bad health,2016,8.5
Health status,M,B,Bad/very bad health,2015,8.5
Health status,M,B,Bad/very bad health,2014,9.3
Health status,F,G,Good/very good health,2019,71.6
Health status,F,G,Good/very good health,2018,72.4
Health status,F,G,Good/very good health,2017,73.4
Health status,F,G,Good/very good health,2016,68.9
Health status,F,G,Good/very good health,2015,69.8
Health status,F,G,Good/very good health,2014,69.5
Health status,F,G,Good/very good health,2019,72.1
Health status,F,G,Good/very good health,2018,74.4
Health status,F,G,Good/very good health,2017,74.6
Health status,F,G,Good/very good health,2016,71.2
Health status,F,G,Good/very good health,2015,73.4
Health status,F,G,Good/very good health,2014,75.2
Health status,F,G,Good/very good health,2019,77.9
Health status,F,G,Good/very good health,2018,78.7
Health status,F,G,Good/very good health,2017,78.9
Health status,F,G,Good/very good health,2016,79.1
Health status,F,G,Good/very good health,2015,81.5
Health status,F,G,Good/very good health,2014,81.4
Health status,M,G,Good/very good health,2019,75.2
Health status,M,G,Good/very good health,2018,75.7
Health status,M,G,Good/very good health,2017,76.7
Health status,M,G,Good/very good health,2016,70.8
Health status,M,G,Good/very good health,2015,71.9
Health status,M,G,Good/very good health,2014,73.9
Health status,F,B,Bad/very bad health,2019,7.9
Health status,F,B,Bad/very bad health,2018,7.9
Health status,F,B,Bad/very bad health,2017,7.7
Health status,F,B,Bad/very bad health,2016,9.2
Health status,F,B,Bad/very bad health,2015,8.8
Health status,F,B,Bad/very bad health,2014,8.8
Health status,M,F,"Fair (not good, not bad) health",2019,18.8
Health status,M,F,"Fair (not good, not bad) health",2018,19
Health status,M,F,"Fair (not good, not bad) health",2017,17.3
Health status,M,F,"Fair (not good, not bad) health",2016,22.5
Health status,M,G,Good/very good health,2016,88.3
Health status,F,G,Good/very good health,2022,84.8
Health status,F,G,Good/very good health,2018,75
Health status,F,G,Good/very good health,2017,75.7
Health status,F,G,Good/very good health,2016,72.6
Health status,F,G,Good/very good health,2015,70.8
Health status,F,G,Good/very good health,2014,74.1
Health status,M,G,Good/very good health,2022,82.6
Health status,M,G,Good/very good health,2021,83.5
Health status,M,G,Good/very good health,2020,83.9
Health status,M,G,Good/very good health,2019,83.1
Health status,M,G,Good/very good health,2018,84.6
Health status,M,G,Good/very good health,2017,84.5
Health status,M,G,Good/very good health,2016,84.8
Health status,M,G,Good/very good health,2015,84.8
Health status,M,G,Good/very good health,2014,84.7
Health status,F,G,Good/very good health,2022,69.4
Health status,F,G,Good/very good health,2021,71.2
Health status,F,G,Good/very good health,2020,71.8
Health status,F,G,Good/very good health,2019,66
Health status,M,G,Good/very good health,2015,88
Health status,M,G,Good/very good health,2014,88.3
Health status,F,G,Good/very good health,2022,81.7
Health status,F,G,Good/very good health,2021,83.1
Health status,F,G,Good/very good health,2020,82.8
Health status,F,G,Good/very good health,2019,82.5
Health status,F,G,Good/very good health,2018,83.4
Health status,F,G,Good/very good health,2017,82.3
Health status,F,G,Good/very good health,2016,83.7
Health status,F,G,Good/very good health,2015,83.1
Health status,F,G,Good/very good health,2014,83
Health status,M,F,"Fair (not good, not bad) health",2022,10.5
Health status,M,F,"Fair (not good, not bad) health",2021,10
Health status,M,F,"Fair (not good, not bad) health",2020,10.4
Health status,M,F,"Fair (not good, not bad) health",2019,11.3
Health status,M,F,"Fair (not good, not bad) health",2018,9.2
Health status,M,F,"Fair (not good, not bad) health",2017,9.3
Health status,M,F,"Fair (not good, not bad) health",2016,9.1
Health status,M,F,"Fair (not good, not bad) health",2015,9.3
Health status,M,F,"Fair (not good, not bad) health",2014,8.9
Health status,F,G,Good/very good health,2022,89.9
Health status,F,G,Good/very good health,2021,91.3
Health status,F,G,Good/very good health,2020,90.8
Health status,F,G,Good/very good health,2019,90.2
Health status,F,G,Good/very good health,2018,91.7
Health status,F,G,Good/very good health,2017,91.9
Health status,F,G,Good/very good health,2016,91.8
Health status,F,G,Good/very good health,2015,91.7
Health status,F,G,Good/very good health,2014,92.2
Health status,F,G,Good/very good health,2021,86.1
Health status,F,G,Good/very good health,2020,85.6
Health status,F,G,Good/very good health,2019,84.4
Health status,F,G,Good/very good health,2018,87
Health status,F,G,Good/very good health,2017,87.5
Health status,F,G,Good/very good health,2016,87.1
Health status,F,G,Good/very good health,2015,86.8
Health status,F,G,Good/very good health,2014,87.2
Health status,M,G,Good/very good health,2022,72.1
Health status,M,G,Good/very good health,2021,75.4
Health status,M,G,Good/very good health,2020,75.4
Health status,M,G,Good/very good health,2019,71.4
Health status,M,G,Good/very good health,2018,76.7
Health status,M,G,Good/very good health,2017,78.3
Health status,M,G,Good/very good health,2016,77
Health status,M,G,Good/very good health,2015,74.8
Health status,M,G,Good/very good health,2014,76.3
Health status,M,G,Good/very good health,2022,91.4
Health status,M,G,Good/very good health,2021,91.3
Health status,M,G,Good/very good health,2020,91.5
Health status,M,G,Good/very good health,2019,90
Health status,M,G,Good/very good health,2018,92.1
Health status,M,G,Good/very good health,2017,92.3
Health status,M,G,Good/very good health,2016,92.5
Health status,M,G,Good/very good health,2015,92.2
Health status,M,G,Good/very good health,2014,92.8
Health status,F,F,"Fair (not good, not bad) health",2022,11.9
Health status,F,F,"Fair (not good, not bad) health",2021,10.9
Health status,F,F,"Fair (not good, not bad) health",2020,11.2
Health status,F,F,"Fair (not good, not bad) health",2019,11.8
Health status,F,F,"Fair (not good, not bad) health",2018,10
Health status,F,F,"Fair (not good, not bad) health",2017,10.1
Health status,F,F,"Fair (not good, not bad) health",2016,10.1
Health status,F,F,"Fair (not good, not bad) health",2015,10.1
Health status,F,F,"Fair (not good, not bad) health",2014,9.8
Health status,F,B,Bad/very bad health,2022,3.3
Health status,F,B,Bad/very bad health,2021,3
Health status,F,B,Bad/very bad health,2020,3.2
Health status,F,B,Bad/very bad health,2019,3.8
Health status,F,B,Bad/very bad health,2018,2.9
Health status,F,B,Bad/very bad health,2017,3
Health status,F,B,Bad/very bad health,2016,2.9
Health status,F,B,Bad/very bad health,2015,3.1
Health status,F,B,Bad/very bad health,2014,3
Health status,M,B,Bad/very bad health,2022,3.4
Health status,M,B,Bad/very bad health,2021,3.2
Health status,M,B,Bad/very bad health,2020,2.8
Health status,M,B,Bad/very bad health,2019,3.6
Health status,M,B,Bad/very bad health,2018,2.7
Health status,M,B,Bad/very bad health,2017,2.6
Health status,M,B,Bad/very bad health,2016,2.6
Health status,M,B,Bad/very bad health,2015,2.7
Health status,M,B,Bad/very bad health,2014,2.8
Health status,M,G,Good/very good health,2022,86.2
Health status,M,G,Good/very good health,2021,86.8
Health status,M,G,Good/very good health,2020,86.8
Health status,M,G,Good/very good health,2019,85.1
Health status,M,G,Good/very good health,2018,88.1
Health status,F,B,Bad/very bad health,2020,10.6
Health status,F,B,Bad/very bad health,2019,10.4
Health status,M,G,Good/very good health,2018,79.1
Health status,M,G,Good/very good health,2017,77.4
Health status,M,G,Good/very good health,2016,75.2
Health status,M,G,Good/very good health,2015,74.5
Health status,M,G,Good/very good health,2014,73.7
Health status,F,F,"Fair (not good, not bad) health",2021,26.2
Health status,F,F,"Fair (not good, not bad) health",2020,26.7
Health status,F,F,"Fair (not good, not bad) health",2019,26.6
Health status,F,F,"Fair (not good, not bad) health",2018,25.4
Health status,F,F,"Fair (not good, not bad) health",2017,24.9
Health status,F,F,"Fair (not good, not bad) health",2016,25.7
Health status,F,F,"Fair (not good, not bad) health",2015,24.4
Health status,F,F,"Fair (not good, not bad) health",2014,24.1
Health status,M,G,Good/very good health,2023,77.3
Health status,M,G,Good/very good health,2022,78.6
Health status,M,G,Good/very good health,2021,79.8
Health status,M,G,Good/very good health,2020,78.1
